Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Age","Education","Distribution"
"Congo",1990,"20--39","Incomplete Primary",0.21
"Congo",1995,"20--39","Incomplete Primary",0.19
"Congo",2000,"20--39","Incomplete Primary",0.19
"Congo",2005,"20--39","Incomplete Primary",0.18
"Congo",2010,"20--39","Incomplete Primary",0.16
"Congo",2015,"20--39","Incomplete Primary",0.13
"Congo",2020,"20--39","Incomplete Primary",0.11
"Democratic Republic of the Congo",1990,"20--39","Incomplete Primary",0.27
"Democratic Republic of the Congo",1995,"20--39","Incomplete Primary",0.26
"Democratic Republic of the Congo",2000,"20--39","Incomplete Primary",0.25
"Democratic Republic of the Congo",2005,"20--39","Incomplete Primary",0.23
"Democratic Republic of the Congo",2010,"20--39","Incomplete Primary",0.21
"Democratic Republic of the Congo",2015,"20--39","Incomplete Primary",0.18
"Democratic Republic of the Congo",2020,"20--39","Incomplete Primary",0.16
"Benin",1990,"20--39","Incomplete Primary",0.16
"Benin",1995,"20--39","Incomplete Primary",0.19
"Benin",2000,"20--39","Incomplete Primary",0.21
"Benin",2005,"20--39","Incomplete Primary",0.21
"Benin",2010,"20--39","Incomplete Primary",0.22
"Benin",2015,"20--39","Incomplete Primary",0.19
"Benin",2020,"20--39","Incomplete Primary",0.15
"Equatorial Guinea",1990,"20--39","Incomplete Primary",0.13
"Equatorial Guinea",1995,"20--39","Incomplete Primary",0.11
"Equatorial Guinea",2000,"20--39","Incomplete Primary",0.1
"Equatorial Guinea",2005,"20--39","Incomplete Primary",0.08
"Equatorial Guinea",2010,"20--39","Incomplete Primary",0.07
"Equatorial Guinea",2015,"20--39","Incomplete Primary",0.05
"Equatorial Guinea",2020,"20--39","Incomplete Primary",0.04
"Ethiopia",1990,"20--39","Incomplete Primary",0.16
"Ethiopia",1995,"20--39","Incomplete Primary",0.19
"Ethiopia",2000,"20--39","Incomplete Primary",0.21
"Ethiopia",2005,"20--39","Incomplete Primary",0.25
"Ethiopia",2010,"20--39","Incomplete Primary",0.24
"Ethiopia",2015,"20--39","Incomplete Primary",0.3
"Ethiopia",2020,"20--39","Incomplete Primary",0.28
"Eritrea",1990,"20--39","Incomplete Primary",NA
"Eritrea",1995,"20--39","Incomplete Primary",NA
"Eritrea",2000,"20--39","Incomplete Primary",NA
"Eritrea",2005,"20--39","Incomplete Primary",NA
"Eritrea",2010,"20--39","Incomplete Primary",0.21
"Eritrea",2015,"20--39","Incomplete Primary",0.21
"Eritrea",2020,"20--39","Incomplete Primary",0.21
"Djibouti",1990,"20--39","Incomplete Primary",NA
"Djibouti",1995,"20--39","Incomplete Primary",NA
"Djibouti",2000,"20--39","Incomplete Primary",NA
"Djibouti",2005,"20--39","Incomplete Primary",NA
"Djibouti",2010,"20--39","Incomplete Primary",0.21
"Djibouti",2015,"20--39","Incomplete Primary",0.21
"Djibouti",2020,"20--39","Incomplete Primary",0.21
"Gabon",1990,"20--39","Incomplete Primary",0.27
"Gabon",1995,"20--39","Incomplete Primary",0.24
"Gabon",2000,"20--39","Incomplete Primary",0.21
"Gabon",2005,"20--39","Incomplete Primary",0.18
"Gabon",2010,"20--39","Incomplete Primary",0.15
"Gabon",2015,"20--39","Incomplete Primary",0.12
"Gabon",2020,"20--39","Incomplete Primary",0.1
"Gambia",1990,"20--39","Incomplete Primary",0.16
"Gambia",1995,"20--39","Incomplete Primary",0.15
"Gambia",2000,"20--39","Incomplete Primary",0.13
"Gambia",2005,"20--39","Incomplete Primary",0.12
"Gambia",2010,"20--39","Incomplete Primary",0.11
"Gambia",2015,"20--39","Incomplete Primary",0.1
"Gambia",2020,"20--39","Incomplete Primary",0.08
"Ghana",1990,"20--39","Incomplete Primary",0.05
"Ghana",1995,"20--39","Incomplete Primary",0.05
"Ghana",2000,"20--39","Incomplete Primary",0.04
"Ghana",2005,"20--39","Incomplete Primary",0.04
"Ghana",2010,"20--39","Incomplete Primary",0.04
"Ghana",2015,"20--39","Incomplete Primary",0.04
"Ghana",2020,"20--39","Incomplete Primary",0.04
"Guinea",1990,"20--39","Incomplete Primary",0.04
"Guinea",1995,"20--39","Incomplete Primary",0.04
"Guinea",2000,"20--39","Incomplete Primary",0.06
"Guinea",2005,"20--39","Incomplete Primary",0.07
"Guinea",2010,"20--39","Incomplete Primary",0.08
"Guinea",2015,"20--39","Incomplete Primary",0.07
"Guinea",2020,"20--39","Incomplete Primary",0.07
"Cote d'Ivoire",1990,"20--39","Incomplete Primary",0.18
"Cote d'Ivoire",1995,"20--39","Incomplete Primary",0.21
"Cote d'Ivoire",2000,"20--39","Incomplete Primary",0.22
"Cote d'Ivoire",2005,"20--39","Incomplete Primary",0.23
"Cote d'Ivoire",2010,"20--39","Incomplete Primary",0.23
"Cote d'Ivoire",2015,"20--39","Incomplete Primary",0.22
"Cote d'Ivoire",2020,"20--39","Incomplete Primary",0.2
"Kenya",1990,"20--39","Incomplete Primary",0.25
"Kenya",1995,"20--39","Incomplete Primary",0.2
"Kenya",2000,"20--39","Incomplete Primary",0.16
"Kenya",2005,"20--39","Incomplete Primary",0.14
"Kenya",2010,"20--39","Incomplete Primary",0.11
"Kenya",2015,"20--39","Incomplete Primary",0.08
"Kenya",2020,"20--39","Incomplete Primary",0.06
"Lesotho",1990,"20--39","Incomplete Primary",0.44
"Lesotho",1995,"20--39","Incomplete Primary",0.38
"Lesotho",2000,"20--39","Incomplete Primary",0.35
"Lesotho",2005,"20--39","Incomplete Primary",0.31
"Lesotho",2010,"20--39","Incomplete Primary",0.27
"Lesotho",2015,"20--39","Incomplete Primary",0.24
"Lesotho",2020,"20--39","Incomplete Primary",0.2
"Liberia",1990,"20--39","Incomplete Primary",0.08
"Liberia",1995,"20--39","Incomplete Primary",0.1
"Liberia",2000,"20--39","Incomplete Primary",0.12
"Liberia",2005,"20--39","Incomplete Primary",0.11
"Liberia",2010,"20--39","Incomplete Primary",0.11
"Liberia",2015,"20--39","Incomplete Primary",0.11
"Liberia",2020,"20--39","Incomplete Primary",0.11
"Libyan Arab Jamahiriya",1990,"20--39","Incomplete Primary",NA
"Libyan Arab Jamahiriya",1995,"20--39","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2000,"20--39","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2005,"20--39","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2010,"20--39","Incomplete Primary",0.06
"Libyan Arab Jamahiriya",2015,"20--39","Incomplete Primary",0.06
"Libyan Arab Jamahiriya",2020,"20--39","Incomplete Primary",0.06
"Madagascar",1990,"20--39","Incomplete Primary",0.43
"Madagascar",1995,"20--39","Incomplete Primary",0.44
"Madagascar",2000,"20--39","Incomplete Primary",0.44
"Madagascar",2005,"20--39","Incomplete Primary",0.44
"Madagascar",2010,"20--39","Incomplete Primary",0.44
"Madagascar",2015,"20--39","Incomplete Primary",0.43
"Madagascar",2020,"20--39","Incomplete Primary",0.4
"Malawi",1990,"20--39","Incomplete Primary",0.25
"Malawi",1995,"20--39","Incomplete Primary",0.25
"Malawi",2000,"20--39","Incomplete Primary",0.25
"Malawi",2005,"20--39","Incomplete Primary",0.25
"Malawi",2010,"20--39","Incomplete Primary",0.23
"Malawi",2015,"20--39","Incomplete Primary",0.23
"Malawi",2020,"20--39","Incomplete Primary",0.2
"Mali",1990,"20--39","Incomplete Primary",0.06
"Mali",1995,"20--39","Incomplete Primary",0.07
"Mali",2000,"20--39","Incomplete Primary",0.07
"Mali",2005,"20--39","Incomplete Primary",0.08
"Mali",2010,"20--39","Incomplete Primary",0.09
"Mali",2015,"20--39","Incomplete Primary",0.09
"Mali",2020,"20--39","Incomplete Primary",0.1
"Mauritania",1990,"20--39","Incomplete Primary",NA
"Mauritania",1995,"20--39","Incomplete Primary",NA
"Mauritania",2000,"20--39","Incomplete Primary",NA
"Mauritania",2005,"20--39","Incomplete Primary",NA
"Mauritania",2010,"20--39","Incomplete Primary",0.08
"Mauritania",2015,"20--39","Incomplete Primary",0.08
"Mauritania",2020,"20--39","Incomplete Primary",0.08
"Mauritius",1990,"20--39","Incomplete Primary",0.39
"Mauritius",1995,"20--39","Incomplete Primary",0.36
"Mauritius",2000,"20--39","Incomplete Primary",0.32
"Mauritius",2005,"20--39","Incomplete Primary",0.27
"Mauritius",2010,"20--39","Incomplete Primary",0.21
"Mauritius",2015,"20--39","Incomplete Primary",0.17
"Mauritius",2020,"20--39","Incomplete Primary",0.13
"Morocco",1990,"20--39","Incomplete Primary",0.09
"Morocco",1995,"20--39","Incomplete Primary",0.11
"Morocco",2000,"20--39","Incomplete Primary",0.11
"Morocco",2005,"20--39","Incomplete Primary",0.11
"Morocco",2010,"20--39","Incomplete Primary",0.13
"Morocco",2015,"20--39","Incomplete Primary",0.14
"Morocco",2020,"20--39","Incomplete Primary",0.12
"Mozambique",1990,"20--39","Incomplete Primary",0.13
"Mozambique",1995,"20--39","Incomplete Primary",0.14
"Mozambique",2000,"20--39","Incomplete Primary",0.16
"Mozambique",2005,"20--39","Incomplete Primary",0.16
"Mozambique",2010,"20--39","Incomplete Primary",0.18
"Mozambique",2015,"20--39","Incomplete Primary",0.17
"Mozambique",2020,"20--39","Incomplete Primary",0.15
"Namibia",1990,"20--39","Incomplete Primary",0.3
"Namibia",1995,"20--39","Incomplete Primary",0.26
"Namibia",2000,"20--39","Incomplete Primary",0.22
"Namibia",2005,"20--39","Incomplete Primary",0.18
"Namibia",2010,"20--39","Incomplete Primary",0.15
"Namibia",2015,"20--39","Incomplete Primary",0.12
"Namibia",2020,"20--39","Incomplete Primary",0.09
"Niger",1990,"20--39","Incomplete Primary",0.07
"Niger",1995,"20--39","Incomplete Primary",0.09
"Niger",2000,"20--39","Incomplete Primary",0.11
"Niger",2005,"20--39","Incomplete Primary",0.12
"Niger",2010,"20--39","Incomplete Primary",0.14
"Niger",2015,"20--39","Incomplete Primary",0.14
"Niger",2020,"20--39","Incomplete Primary",0.14
"Nigeria",1990,"20--39","Incomplete Primary",0.07
"Nigeria",1995,"20--39","Incomplete Primary",0.07
"Nigeria",2000,"20--39","Incomplete Primary",0.06
"Nigeria",2005,"20--39","Incomplete Primary",0.05
"Nigeria",2010,"20--39","Incomplete Primary",0.04
"Nigeria",2015,"20--39","Incomplete Primary",0.04
"Nigeria",2020,"20--39","Incomplete Primary",0.03
"Guinea-Bissau",1990,"20--39","Incomplete Primary",0.07
"Guinea-Bissau",1995,"20--39","Incomplete Primary",0.1
"Guinea-Bissau",2000,"20--39","Incomplete Primary",0.1
"Guinea-Bissau",2005,"20--39","Incomplete Primary",0.13
"Guinea-Bissau",2010,"20--39","Incomplete Primary",0.13
"Guinea-Bissau",2015,"20--39","Incomplete Primary",0.11
"Guinea-Bissau",2020,"20--39","Incomplete Primary",0.1
"Reunion",1990,"20--39","Incomplete Primary",0.1
"Reunion",1995,"20--39","Incomplete Primary",0.08
"Reunion",2000,"20--39","Incomplete Primary",0.06
"Reunion",2005,"20--39","Incomplete Primary",0.04
"Reunion",2010,"20--39","Incomplete Primary",0.02
"Reunion",2015,"20--39","Incomplete Primary",0.01
"Reunion",2020,"20--39","Incomplete Primary",0.01
"Rwanda",1990,"20--39","Incomplete Primary",0.34
"Rwanda",1995,"20--39","Incomplete Primary",0.36
"Rwanda",2000,"20--39","Incomplete Primary",0.37
"Rwanda",2005,"20--39","Incomplete Primary",0.37
"Rwanda",2010,"20--39","Incomplete Primary",0.33
"Rwanda",2015,"20--39","Incomplete Primary",0.3
"Rwanda",2020,"20--39","Incomplete Primary",0.26
"Sao Tome and Principe",1990,"20--39","Incomplete Primary",0.52
"Sao Tome and Principe",1995,"20--39","Incomplete Primary",0.53
"Sao Tome and Principe",2000,"20--39","Incomplete Primary",0.55
"Sao Tome and Principe",2005,"20--39","Incomplete Primary",0.51
"Sao Tome and Principe",2010,"20--39","Incomplete Primary",0.47
"Sao Tome and Principe",2015,"20--39","Incomplete Primary",0.4
"Sao Tome and Principe",2020,"20--39","Incomplete Primary",0.33
"Senegal",1990,"20--39","Incomplete Primary",0.05
"Senegal",1995,"20--39","Incomplete Primary",0.06
"Senegal",2000,"20--39","Incomplete Primary",0.06
"Senegal",2005,"20--39","Incomplete Primary",0.08
"Senegal",2010,"20--39","Incomplete Primary",0.09
"Senegal",2015,"20--39","Incomplete Primary",0.08
"Senegal",2020,"20--39","Incomplete Primary",0.08
"Sierra Leone",1990,"20--39","Incomplete Primary",0.08
"Sierra Leone",1995,"20--39","Incomplete Primary",0.09
"Sierra Leone",2000,"20--39","Incomplete Primary",0.11
"Sierra Leone",2005,"20--39","Incomplete Primary",0.1
"Sierra Leone",2010,"20--39","Incomplete Primary",0.15
"Sierra Leone",2015,"20--39","Incomplete Primary",0.15
"Sierra Leone",2020,"20--39","Incomplete Primary",0.13
"Somalia",1990,"20--39","Incomplete Primary",0.03
"Somalia",1995,"20--39","Incomplete Primary",0.03
"Somalia",2000,"20--39","Incomplete Primary",0.03
"Somalia",2005,"20--39","Incomplete Primary",0.04
"Somalia",2010,"20--39","Incomplete Primary",0.04
"Somalia",2015,"20--39","Incomplete Primary",0.05
"Somalia",2020,"20--39","Incomplete Primary",0.05
"South Africa",1990,"20--39","Incomplete Primary",0.21
"South Africa",1995,"20--39","Incomplete Primary",0.17
"South Africa",2000,"20--39","Incomplete Primary",0.13
"South Africa",2005,"20--39","Incomplete Primary",0.1
"South Africa",2010,"20--39","Incomplete Primary",0.07
"South Africa",2015,"20--39","Incomplete Primary",0.05
"South Africa",2020,"20--39","Incomplete Primary",0.03
"Zimbabwe",1990,"20--39","Incomplete Primary",0.26
"Zimbabwe",1995,"20--39","Incomplete Primary",0.19
"Zimbabwe",2000,"20--39","Incomplete Primary",0.13
"Zimbabwe",2005,"20--39","Incomplete Primary",0.09
"Zimbabwe",2010,"20--39","Incomplete Primary",0.06
"Zimbabwe",2015,"20--39","Incomplete Primary",0.04
"Zimbabwe",2020,"20--39","Incomplete Primary",0.03
"Sudan",1990,"20--39","Incomplete Primary",0.07
"Sudan",1995,"20--39","Incomplete Primary",0.07
"Sudan",2000,"20--39","Incomplete Primary",0.07
"Sudan",2005,"20--39","Incomplete Primary",0.09
"Sudan",2010,"20--39","Incomplete Primary",0.1
"Sudan",2015,"20--39","Incomplete Primary",0.13
"Sudan",2020,"20--39","Incomplete Primary",0.14
"Swaziland",1990,"20--39","Incomplete Primary",0.26
"Swaziland",1995,"20--39","Incomplete Primary",0.24
"Swaziland",2000,"20--39","Incomplete Primary",0.21
"Swaziland",2005,"20--39","Incomplete Primary",0.18
"Swaziland",2010,"20--39","Incomplete Primary",0.15
"Swaziland",2015,"20--39","Incomplete Primary",0.12
"Swaziland",2020,"20--39","Incomplete Primary",0.09
"Togo",1990,"20--39","Incomplete Primary",NA
"Togo",1995,"20--39","Incomplete Primary",NA
"Togo",2000,"20--39","Incomplete Primary",NA
"Togo",2005,"20--39","Incomplete Primary",NA
"Togo",2010,"20--39","Incomplete Primary",0.08
"Togo",2015,"20--39","Incomplete Primary",0.08
"Togo",2020,"20--39","Incomplete Primary",0.08
"Tunisia",1990,"20--39","Incomplete Primary",0.02
"Tunisia",1995,"20--39","Incomplete Primary",0.01
"Tunisia",2000,"20--39","Incomplete Primary",0.01
"Tunisia",2005,"20--39","Incomplete Primary",0.01
"Tunisia",2010,"20--39","Incomplete Primary",0
"Tunisia",2015,"20--39","Incomplete Primary",0
"Tunisia",2020,"20--39","Incomplete Primary",0
"Uganda",1990,"20--39","Incomplete Primary",0.37
"Uganda",1995,"20--39","Incomplete Primary",0.39
"Uganda",2000,"20--39","Incomplete Primary",0.37
"Uganda",2005,"20--39","Incomplete Primary",0.38
"Uganda",2010,"20--39","Incomplete Primary",0.35
"Uganda",2015,"20--39","Incomplete Primary",0.31
"Uganda",2020,"20--39","Incomplete Primary",0.27
"Egypt",1990,"20--39","Incomplete Primary",0.08
"Egypt",1995,"20--39","Incomplete Primary",0.07
"Egypt",2000,"20--39","Incomplete Primary",0.06
"Egypt",2005,"20--39","Incomplete Primary",0.05
"Egypt",2010,"20--39","Incomplete Primary",0.04
"Egypt",2015,"20--39","Incomplete Primary",0.03
"Egypt",2020,"20--39","Incomplete Primary",0.02
"United Republic of Tanzania",1990,"20--39","Incomplete Primary",0.17
"United Republic of Tanzania",1995,"20--39","Incomplete Primary",0.11
"United Republic of Tanzania",2000,"20--39","Incomplete Primary",0.11
"United Republic of Tanzania",2005,"20--39","Incomplete Primary",0.1
"United Republic of Tanzania",2010,"20--39","Incomplete Primary",0.09
"United Republic of Tanzania",2015,"20--39","Incomplete Primary",0.08
"United Republic of Tanzania",2020,"20--39","Incomplete Primary",0.08
"Burkina Faso",1990,"20--39","Incomplete Primary",0.04
"Burkina Faso",1995,"20--39","Incomplete Primary",0.05
"Burkina Faso",2000,"20--39","Incomplete Primary",0.08
"Burkina Faso",2005,"20--39","Incomplete Primary",0.09
"Burkina Faso",2010,"20--39","Incomplete Primary",0.12
"Burkina Faso",2015,"20--39","Incomplete Primary",0.13
"Burkina Faso",2020,"20--39","Incomplete Primary",0.13
"Zambia",1990,"20--39","Incomplete Primary",0.32
"Zambia",1995,"20--39","Incomplete Primary",0.3
"Zambia",2000,"20--39","Incomplete Primary",0.28
"Zambia",2005,"20--39","Incomplete Primary",0.25
"Zambia",2010,"20--39","Incomplete Primary",0.21
"Zambia",2015,"20--39","Incomplete Primary",0.18
"Zambia",2020,"20--39","Incomplete Primary",0.15
"Africa",1990,"20--39","Incomplete Primary",0.15
"Africa",1995,"20--39","Incomplete Primary",0.14
"Africa",2000,"20--39","Incomplete Primary",0.14
"Africa",2005,"20--39","Incomplete Primary",0.14
"Africa",2010,"20--39","Incomplete Primary",0.13
"Africa",2015,"20--39","Incomplete Primary",0.13
"Africa",2020,"20--39","Incomplete Primary",0.12
"Algeria",1990,"40--64","Incomplete Primary",0.05
"Algeria",1995,"40--64","Incomplete Primary",0.06
"Algeria",2000,"40--64","Incomplete Primary",0.07
"Algeria",2005,"40--64","Incomplete Primary",0.07
"Algeria",2010,"40--64","Incomplete Primary",0.06
"Algeria",2015,"40--64","Incomplete Primary",0.06
"Algeria",2020,"40--64","Incomplete Primary",0.05
"Angola",1990,"40--64","Incomplete Primary",NA
"Angola",1995,"40--64","Incomplete Primary",NA
"Angola",2000,"40--64","Incomplete Primary",NA
"Angola",2005,"40--64","Incomplete Primary",NA
"Angola",2010,"40--64","Incomplete Primary",0.22
"Angola",2015,"40--64","Incomplete Primary",0.22
"Angola",2020,"40--64","Incomplete Primary",0.21
"Botswana",1990,"40--64","Incomplete Primary",NA
"Botswana",1995,"40--64","Incomplete Primary",NA
"Botswana",2000,"40--64","Incomplete Primary",NA
"Botswana",2005,"40--64","Incomplete Primary",NA
"Botswana",2010,"40--64","Incomplete Primary",0.22
"Botswana",2015,"40--64","Incomplete Primary",0.19
"Botswana",2020,"40--64","Incomplete Primary",0.15
"Burundi",1990,"40--64","Incomplete Primary",0.15
"Burundi",1995,"40--64","Incomplete Primary",0.15
"Burundi",2000,"40--64","Incomplete Primary",0.16
"Burundi",2005,"40--64","Incomplete Primary",0.17
"Burundi",2010,"40--64","Incomplete Primary",0.16
"Burundi",2015,"40--64","Incomplete Primary",0.16
"Burundi",2020,"40--64","Incomplete Primary",0.19
"Cameroon",1990,"40--64","Incomplete Primary",0.16
"Cameroon",1995,"40--64","Incomplete Primary",0.18
"Cameroon",2000,"40--64","Incomplete Primary",0.2
"Cameroon",2005,"40--64","Incomplete Primary",0.2
"Cameroon",2010,"40--64","Incomplete Primary",0.2
"Cameroon",2015,"40--64","Incomplete Primary",0.2
"Cameroon",2020,"40--64","Incomplete Primary",0.19
"Cape Verde",1990,"40--64","Incomplete Primary",0.3
"Cape Verde",1995,"40--64","Incomplete Primary",0.34
"Cape Verde",2000,"40--64","Incomplete Primary",0.39
"Cape Verde",2005,"40--64","Incomplete Primary",0.45
"Cape Verde",2010,"40--64","Incomplete Primary",0.49
"Cape Verde",2015,"40--64","Incomplete Primary",0.51
"Cape Verde",2020,"40--64","Incomplete Primary",0.51
"Central African Republic",1990,"40--64","Incomplete Primary",0.15
"Central African Republic",1995,"40--64","Incomplete Primary",0.2
"Central African Republic",2000,"40--64","Incomplete Primary",0.24
"Central African Republic",2005,"40--64","Incomplete Primary",0.28
"Central African Republic",2010,"40--64","Incomplete Primary",0.31
"Central African Republic",2015,"40--64","Incomplete Primary",0.31
"Central African Republic",2020,"40--64","Incomplete Primary",0.29
"Chad",1990,"40--64","Incomplete Primary",0.05
"Chad",1995,"40--64","Incomplete Primary",0.07
"Chad",2000,"40--64","Incomplete Primary",0.1
"Chad",2005,"40--64","Incomplete Primary",0.12
"Chad",2010,"40--64","Incomplete Primary",0.14
"Chad",2015,"40--64","Incomplete Primary",0.15
"Chad",2020,"40--64","Incomplete Primary",0.18
"Comoros",1990,"40--64","Incomplete Primary",0.04
"Comoros",1995,"40--64","Incomplete Primary",0.05
"Comoros",2000,"40--64","Incomplete Primary",0.07
"Comoros",2005,"40--64","Incomplete Primary",0.09
"Comoros",2010,"40--64","Incomplete Primary",0.14
"Comoros",2015,"40--64","Incomplete Primary",0.16
"Comoros",2020,"40--64","Incomplete Primary",0.17
"Mayotte",1990,"40--64","Incomplete Primary",NA
"Mayotte",1995,"40--64","Incomplete Primary",NA
"Mayotte",2000,"40--64","Incomplete Primary",NA
"Mayotte",2005,"40--64","Incomplete Primary",NA
"Mayotte",2010,"40--64","Incomplete Primary",0.21
"Mayotte",2015,"40--64","Incomplete Primary",0.21
"Mayotte",2020,"40--64","Incomplete Primary",0.2
"Congo",1990,"40--64","Incomplete Primary",0.23
"Congo",1995,"40--64","Incomplete Primary",0.24
"Congo",2000,"40--64","Incomplete Primary",0.22
"Congo",2005,"40--64","Incomplete Primary",0.2
"Congo",2010,"40--64","Incomplete Primary",0.17
"Congo",2015,"40--64","Incomplete Primary",0.16
"Congo",2020,"40--64","Incomplete Primary",0.13
"Democratic Republic of the Congo",1990,"40--64","Incomplete Primary",0.25
"Democratic Republic of the Congo",1995,"40--64","Incomplete Primary",0.25
"Democratic Republic of the Congo",2000,"40--64","Incomplete Primary",0.26
"Democratic Republic of the Congo",2005,"40--64","Incomplete Primary",0.25
"Democratic Republic of the Congo",2010,"40--64","Incomplete Primary",0.24
"Democratic Republic of the Congo",2015,"40--64","Incomplete Primary",0.23
"Democratic Republic of the Congo",2020,"40--64","Incomplete Primary",0.22
"Benin",1990,"40--64","Incomplete Primary",0.08
"Benin",1995,"40--64","Incomplete Primary",0.1
"Benin",2000,"40--64","Incomplete Primary",0.12
"Benin",2005,"40--64","Incomplete Primary",0.14
"Benin",2010,"40--64","Incomplete Primary",0.15
"Benin",2015,"40--64","Incomplete Primary",0.18
"Benin",2020,"40--64","Incomplete Primary",0.2
"Equatorial Guinea",1990,"40--64","Incomplete Primary",0.22
"Equatorial Guinea",1995,"40--64","Incomplete Primary",0.19
"Equatorial Guinea",2000,"40--64","Incomplete Primary",0.16
"Equatorial Guinea",2005,"40--64","Incomplete Primary",0.14
"Equatorial Guinea",2010,"40--64","Incomplete Primary",0.12
"Equatorial Guinea",2015,"40--64","Incomplete Primary",0.11
"Equatorial Guinea",2020,"40--64","Incomplete Primary",0.1
"Ethiopia",1990,"40--64","Incomplete Primary",0.04
"Ethiopia",1995,"40--64","Incomplete Primary",0.06
"Ethiopia",2000,"40--64","Incomplete Primary",0.09
"Ethiopia",2005,"40--64","Incomplete Primary",0.12
"Ethiopia",2010,"40--64","Incomplete Primary",0.15
"Ethiopia",2015,"40--64","Incomplete Primary",0.18
"Ethiopia",2020,"40--64","Incomplete Primary",0.2
"Eritrea",1990,"40--64","Incomplete Primary",NA
"Eritrea",1995,"40--64","Incomplete Primary",NA
"Eritrea",2000,"40--64","Incomplete Primary",NA
"Eritrea",2005,"40--64","Incomplete Primary",NA
"Eritrea",2010,"40--64","Incomplete Primary",0.2
"Eritrea",2015,"40--64","Incomplete Primary",0.21
"Eritrea",2020,"40--64","Incomplete Primary",0.2
"Djibouti",1990,"40--64","Incomplete Primary",NA
"Djibouti",1995,"40--64","Incomplete Primary",NA
"Djibouti",2000,"40--64","Incomplete Primary",NA
"Djibouti",2005,"40--64","Incomplete Primary",NA
"Djibouti",2010,"40--64","Incomplete Primary",0.2
"Djibouti",2015,"40--64","Incomplete Primary",0.21
"Djibouti",2020,"40--64","Incomplete Primary",0.2
"Gabon",1990,"40--64","Incomplete Primary",0.22
"Gabon",1995,"40--64","Incomplete Primary",0.26
"Gabon",2000,"40--64","Incomplete Primary",0.26
"Gabon",2005,"40--64","Incomplete Primary",0.26
"Gabon",2010,"40--64","Incomplete Primary",0.24
"Gabon",2015,"40--64","Incomplete Primary",0.2
"Gabon",2020,"40--64","Incomplete Primary",0.16
"Gambia",1990,"40--64","Incomplete Primary",0.21
"Gambia",1995,"40--64","Incomplete Primary",0.22
"Gambia",2000,"40--64","Incomplete Primary",0.22
"Gambia",2005,"40--64","Incomplete Primary",0.2
"Gambia",2010,"40--64","Incomplete Primary",0.18
"Gambia",2015,"40--64","Incomplete Primary",0.16
"Gambia",2020,"40--64","Incomplete Primary",0.13
"Ghana",1990,"40--64","Incomplete Primary",0.03
"Ghana",1995,"40--64","Incomplete Primary",0.04
"Ghana",2000,"40--64","Incomplete Primary",0.04
"Ghana",2005,"40--64","Incomplete Primary",0.04
"Ghana",2010,"40--64","Incomplete Primary",0.04
"Ghana",2015,"40--64","Incomplete Primary",0.04
"Ghana",2020,"40--64","Incomplete Primary",0.04
"Guinea",1990,"40--64","Incomplete Primary",0.01
"Guinea",1995,"40--64","Incomplete Primary",0.02
"Guinea",2000,"40--64","Incomplete Primary",0.02
"Guinea",2005,"40--64","Incomplete Primary",0.02
"Guinea",2010,"40--64","Incomplete Primary",0.03
"Guinea",2015,"40--64","Incomplete Primary",0.04
"Guinea",2020,"40--64","Incomplete Primary",0.04
"Cote d'Ivoire",1990,"40--64","Incomplete Primary",0.07
"Cote d'Ivoire",1995,"40--64","Incomplete Primary",0.09
"Cote d'Ivoire",2000,"40--64","Incomplete Primary",0.12
"Cote d'Ivoire",2005,"40--64","Incomplete Primary",0.13
"Cote d'Ivoire",2010,"40--64","Incomplete Primary",0.17
"Cote d'Ivoire",2015,"40--64","Incomplete Primary",0.19
"Cote d'Ivoire",2020,"40--64","Incomplete Primary",0.21
"Kenya",1990,"40--64","Incomplete Primary",0.25
"Kenya",1995,"40--64","Incomplete Primary",0.25
"Kenya",2000,"40--64","Incomplete Primary",0.23
"Kenya",2005,"40--64","Incomplete Primary",0.21
"Kenya",2010,"40--64","Incomplete Primary",0.19
"Kenya",2015,"40--64","Incomplete Primary",0.17
"Kenya",2020,"40--64","Incomplete Primary",0.13
"Lesotho",1990,"40--64","Incomplete Primary",0.61
"Lesotho",1995,"40--64","Incomplete Primary",0.6
"Lesotho",2000,"40--64","Incomplete Primary",0.55
"Lesotho",2005,"40--64","Incomplete Primary",0.5
"Lesotho",2010,"40--64","Incomplete Primary",0.44
"Lesotho",2015,"40--64","Incomplete Primary",0.38
"Lesotho",2020,"40--64","Incomplete Primary",0.31
"Liberia",1990,"40--64","Incomplete Primary",0.04
"Liberia",1995,"40--64","Incomplete Primary",0.04
"Liberia",2000,"40--64","Incomplete Primary",0.05
"Liberia",2005,"40--64","Incomplete Primary",0.05
"Liberia",2010,"40--64","Incomplete Primary",0.07
