Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Education","Distribution"
"United Kingdom of Great Britain and Northern Ireland",2020,"Primary",0.16
"Channel Islands",1990,"Primary",NA
"Channel Islands",1995,"Primary",NA
"Channel Islands",2000,"Primary",NA
"Channel Islands",2005,"Primary",NA
"Channel Islands",2010,"Primary",0.16
"Channel Islands",2015,"Primary",0.14
"Channel Islands",2020,"Primary",0.12
"Europe",1990,"Primary",0.16
"Europe",1995,"Primary",0.14
"Europe",2000,"Primary",0.12
"Europe",2005,"Primary",0.1
"Europe",2010,"Primary",0.09
"Europe",2015,"Primary",0.07
"Europe",2020,"Primary",0.06
"Albania",1990,"Lower Secondary",0.31
"Albania",1995,"Lower Secondary",0.31
"Albania",2000,"Lower Secondary",0.32
"Albania",2005,"Lower Secondary",0.34
"Albania",2010,"Lower Secondary",0.35
"Albania",2015,"Lower Secondary",0.35
"Albania",2020,"Lower Secondary",0.34
"Austria",1990,"Lower Secondary",0.3
"Austria",1995,"Lower Secondary",0.27
"Austria",2000,"Lower Secondary",0.26
"Austria",2005,"Lower Secondary",0.24
"Austria",2010,"Lower Secondary",0.22
"Austria",2015,"Lower Secondary",0.2
"Austria",2020,"Lower Secondary",0.18
"Belgium",1990,"Lower Secondary",0.23
"Belgium",1995,"Lower Secondary",0.23
"Belgium",2000,"Lower Secondary",0.22
"Belgium",2005,"Lower Secondary",0.21
"Belgium",2010,"Lower Secondary",0.2
"Belgium",2015,"Lower Secondary",0.18
"Belgium",2020,"Lower Secondary",0.17
"Bosnia and Herzegovina",1990,"Lower Secondary",0.14
"Bosnia and Herzegovina",1995,"Lower Secondary",0.14
"Bosnia and Herzegovina",2000,"Lower Secondary",0.16
"Bosnia and Herzegovina",2005,"Lower Secondary",0.17
"Bosnia and Herzegovina",2010,"Lower Secondary",0.16
"Bosnia and Herzegovina",2015,"Lower Secondary",0.16
"Bosnia and Herzegovina",2020,"Lower Secondary",0.15
"Bulgaria",1990,"Lower Secondary",0.27
"Bulgaria",1995,"Lower Secondary",0.26
"Bulgaria",2000,"Lower Secondary",0.25
"Bulgaria",2005,"Lower Secondary",0.24
"Bulgaria",2010,"Lower Secondary",0.21
"Bulgaria",2015,"Lower Secondary",0.18
"Bulgaria",2020,"Lower Secondary",0.16
"Belarus",1990,"Lower Secondary",0.12
"Belarus",1995,"Lower Secondary",0.11
"Belarus",2000,"Lower Secondary",0.11
"Belarus",2005,"Lower Secondary",0.1
"Belarus",2010,"Lower Secondary",0.09
"Belarus",2015,"Lower Secondary",0.07
"Belarus",2020,"Lower Secondary",0.06
"Croatia",1990,"Lower Secondary",0.17
"Croatia",1995,"Lower Secondary",0.18
"Croatia",2000,"Lower Secondary",0.18
"Croatia",2005,"Lower Secondary",0.16
"Croatia",2010,"Lower Secondary",0.16
"Croatia",2015,"Lower Secondary",0.15
"Croatia",2020,"Lower Secondary",0.14
"Czech Republic",1990,"Lower Secondary",0.25
"Czech Republic",1995,"Lower Secondary",0.2
"Czech Republic",2000,"Lower Secondary",0.19
"Czech Republic",2005,"Lower Secondary",0.16
"Czech Republic",2010,"Lower Secondary",0.14
"Czech Republic",2015,"Lower Secondary",0.11
"Czech Republic",2020,"Lower Secondary",0.1
"Denmark",1990,"Lower Secondary",0.4
"Denmark",1995,"Lower Secondary",0.36
"Denmark",2000,"Lower Secondary",0.32
"Denmark",2005,"Lower Secondary",0.3
"Denmark",2010,"Lower Secondary",0.28
"Denmark",2015,"Lower Secondary",0.26
"Denmark",2020,"Lower Secondary",0.24
"Estonia",1990,"Lower Secondary",0.18
"Estonia",1995,"Lower Secondary",0.18
"Estonia",2000,"Lower Secondary",0.17
"Estonia",2005,"Lower Secondary",0.17
"Estonia",2010,"Lower Secondary",0.14
"Estonia",2015,"Lower Secondary",0.12
"Estonia",2020,"Lower Secondary",0.1
"Finland",1990,"Lower Secondary",0.41
"Finland",1995,"Lower Secondary",0.37
"Finland",2000,"Lower Secondary",0.34
"Finland",2005,"Lower Secondary",0.31
"Finland",2010,"Lower Secondary",0.2
"Finland",2015,"Lower Secondary",0.19
"Finland",2020,"Lower Secondary",0.18
"France",1990,"Lower Secondary",0.1
"France",1995,"Lower Secondary",0.09
"France",2000,"Lower Secondary",0.1
"France",2005,"Lower Secondary",0.1
"France",2010,"Lower Secondary",0.09
"France",2015,"Lower Secondary",0.09
"France",2020,"Lower Secondary",0.09
"Germany",1990,"Lower Secondary",0.22
"Germany",1995,"Lower Secondary",0.2
"Germany",2000,"Lower Secondary",0.18
"Germany",2005,"Lower Secondary",0.17
"Germany",2010,"Lower Secondary",0.16
"Germany",2015,"Lower Secondary",0.15
"Germany",2020,"Lower Secondary",0.14
"Greece",1990,"Lower Secondary",0.09
"Greece",1995,"Lower Secondary",0.1
"Greece",2000,"Lower Secondary",0.1
"Greece",2005,"Lower Secondary",0.1
"Greece",2010,"Lower Secondary",0.1
"Greece",2015,"Lower Secondary",0.1
"Greece",2020,"Lower Secondary",0.09
"Hungary",1990,"Lower Secondary",0.29
"Hungary",1995,"Lower Secondary",0.29
"Hungary",2000,"Lower Secondary",0.28
"Hungary",2005,"Lower Secondary",0.26
"Hungary",2010,"Lower Secondary",0.24
"Hungary",2015,"Lower Secondary",0.21
"Hungary",2020,"Lower Secondary",0.19
"Iceland",1990,"Lower Secondary",0.01
"Iceland",1995,"Lower Secondary",0.01
"Iceland",2000,"Lower Secondary",0.01
"Iceland",2005,"Lower Secondary",0.01
"Iceland",2010,"Lower Secondary",0
"Iceland",2015,"Lower Secondary",0
"Iceland",2020,"Lower Secondary",0
"Ireland",1990,"Lower Secondary",0.19
"Ireland",1995,"Lower Secondary",0.2
"Ireland",2000,"Lower Secondary",0.19
"Ireland",2005,"Lower Secondary",0.19
"Ireland",2010,"Lower Secondary",0.18
"Ireland",2015,"Lower Secondary",0.16
"Ireland",2020,"Lower Secondary",0.16
"Italy",1990,"Lower Secondary",0.26
"Italy",1995,"Lower Secondary",0.27
"Italy",2000,"Lower Secondary",0.27
"Italy",2005,"Lower Secondary",0.28
"Italy",2010,"Lower Secondary",0.28
"Italy",2015,"Lower Secondary",0.28
"Italy",2020,"Lower Secondary",0.28
"Latvia",1990,"Lower Secondary",0.27
"Latvia",1995,"Lower Secondary",0.25
"Latvia",2000,"Lower Secondary",0.24
"Latvia",2005,"Lower Secondary",0.23
"Latvia",2010,"Lower Secondary",0.2
"Latvia",2015,"Lower Secondary",0.16
"Latvia",2020,"Lower Secondary",0.14
"Lithuania",1990,"Lower Secondary",0.13
"Lithuania",1995,"Lower Secondary",0.13
"Lithuania",2000,"Lower Secondary",0.13
"Lithuania",2005,"Lower Secondary",0.13
"Lithuania",2010,"Lower Secondary",0.12
"Lithuania",2015,"Lower Secondary",0.1
"Lithuania",2020,"Lower Secondary",0.08
"Luxembourg",1990,"Lower Secondary",0.16
"Luxembourg",1995,"Lower Secondary",0.17
"Luxembourg",2000,"Lower Secondary",0.17
"Luxembourg",2005,"Lower Secondary",0.18
"Luxembourg",2010,"Lower Secondary",0.19
"Luxembourg",2015,"Lower Secondary",0.19
"Luxembourg",2020,"Lower Secondary",0.19
"Malta",1990,"Lower Secondary",0.26
"Malta",1995,"Lower Secondary",0.3
"Malta",2000,"Lower Secondary",0.33
"Malta",2005,"Lower Secondary",0.36
"Malta",2010,"Lower Secondary",0.39
"Malta",2015,"Lower Secondary",0.4
"Malta",2020,"Lower Secondary",0.4
"Republic of Moldova",1990,"Lower Secondary",0.22
"Republic of Moldova",1995,"Lower Secondary",0.23
"Republic of Moldova",2000,"Lower Secondary",0.24
"Republic of Moldova",2005,"Lower Secondary",0.26
"Republic of Moldova",2010,"Lower Secondary",0.26
"Republic of Moldova",2015,"Lower Secondary",0.24
"Republic of Moldova",2020,"Lower Secondary",0.22
"Montenegro",1990,"Lower Secondary",0.18
"Montenegro",1995,"Lower Secondary",0.18
"Montenegro",2000,"Lower Secondary",0.18
"Montenegro",2005,"Lower Secondary",0.19
"Montenegro",2010,"Lower Secondary",0.17
"Montenegro",2015,"Lower Secondary",0.16
"Montenegro",2020,"Lower Secondary",0.15
"Netherlands",1990,"Lower Secondary",0.23
"Netherlands",1995,"Lower Secondary",0.22
"Netherlands",2000,"Lower Secondary",0.21
"Netherlands",2005,"Lower Secondary",0.2
"Netherlands",2010,"Lower Secondary",0.2
"Netherlands",2015,"Lower Secondary",0.19
"Netherlands",2020,"Lower Secondary",0.18
"Norway",1990,"Lower Secondary",0.31
"Norway",1995,"Lower Secondary",0.28
"Norway",2000,"Lower Secondary",0.25
"Norway",2005,"Lower Secondary",0.24
"Norway",2010,"Lower Secondary",0.23
"Norway",2015,"Lower Secondary",0.22
"Norway",2020,"Lower Secondary",0.2
"Poland",1990,"Lower Secondary",0.26
"Poland",1995,"Lower Secondary",0.24
"Poland",2000,"Lower Secondary",0.23
"Poland",2005,"Lower Secondary",0.2
"Poland",2010,"Lower Secondary",0.18
"Poland",2015,"Lower Secondary",0.15
"Poland",2020,"Lower Secondary",0.12
"Portugal",1990,"Lower Secondary",0.11
"Portugal",1995,"Lower Secondary",0.14
"Portugal",2000,"Lower Secondary",0.14
"Portugal",2005,"Lower Secondary",0.21
"Portugal",2010,"Lower Secondary",0.22
"Portugal",2015,"Lower Secondary",0.2
"Portugal",2020,"Lower Secondary",0.21
"Romania",1990,"Lower Secondary",0.23
"Romania",1995,"Lower Secondary",0.25
"Romania",2000,"Lower Secondary",0.24
"Romania",2005,"Lower Secondary",0.24
"Romania",2010,"Lower Secondary",0.22
"Romania",2015,"Lower Secondary",0.21
"Romania",2020,"Lower Secondary",0.19
"Russian Federation",1990,"Lower Secondary",0.12
"Russian Federation",1995,"Lower Secondary",0.11
"Russian Federation",2000,"Lower Secondary",0.11
"Russian Federation",2005,"Lower Secondary",0.11
"Russian Federation",2010,"Lower Secondary",0.09
"Russian Federation",2015,"Lower Secondary",0.07
"Russian Federation",2020,"Lower Secondary",0.06
"Serbia",1990,"Lower Secondary",0.18
"Serbia",1995,"Lower Secondary",0.19
"Serbia",2000,"Lower Secondary",0.2
"Serbia",2005,"Lower Secondary",0.19
"Serbia",2010,"Lower Secondary",0.19
"Serbia",2015,"Lower Secondary",0.17
"Serbia",2020,"Lower Secondary",0.17
"Slovakia",1990,"Lower Secondary",0.26
"Slovakia",1995,"Lower Secondary",0.23
"Slovakia",2000,"Lower Secondary",0.22
"Slovakia",2005,"Lower Secondary",0.18
"Slovakia",2010,"Lower Secondary",0.16
"Slovakia",2015,"Lower Secondary",0.13
"Slovakia",2020,"Lower Secondary",0.11
"Slovenia",1990,"Lower Secondary",0.25
"Slovenia",1995,"Lower Secondary",0.24
"Slovenia",2000,"Lower Secondary",0.23
"Slovenia",2005,"Lower Secondary",0.21
"Slovenia",2010,"Lower Secondary",0.19
"Slovenia",2015,"Lower Secondary",0.17
"Slovenia",2020,"Lower Secondary",0.16
"Spain",1990,"Lower Secondary",0.19
"Spain",1995,"Lower Secondary",0.27
"Spain",2000,"Lower Secondary",0.26
"Spain",2005,"Lower Secondary",0.29
"Spain",2010,"Lower Secondary",0.28
"Spain",2015,"Lower Secondary",0.28
"Spain",2020,"Lower Secondary",0.28
"Sweden",1990,"Lower Secondary",0.11
"Sweden",1995,"Lower Secondary",0.11
"Sweden",2000,"Lower Secondary",0.11
"Sweden",2005,"Lower Secondary",0.12
"Sweden",2010,"Lower Secondary",0.12
"Sweden",2015,"Lower Secondary",0.11
"Sweden",2020,"Lower Secondary",0.11
"Switzerland",1990,"Lower Secondary",0.28
"Switzerland",1995,"Lower Secondary",0.26
"Switzerland",2000,"Lower Secondary",0.24
"Switzerland",2005,"Lower Secondary",0.23
"Switzerland",2010,"Lower Secondary",0.21
"Switzerland",2015,"Lower Secondary",0.19
"Switzerland",2020,"Lower Secondary",0.18
"Ukraine",1990,"Lower Secondary",0.12
"Ukraine",1995,"Lower Secondary",0.12
"Ukraine",2000,"Lower Secondary",0.13
"Ukraine",2005,"Lower Secondary",0.12
"Ukraine",2010,"Lower Secondary",0.1
"Ukraine",2015,"Lower Secondary",0.09
"Ukraine",2020,"Lower Secondary",0.07
"The former Yugoslav Republic of Macedonia",1990,"Lower Secondary",0.15
"The former Yugoslav Republic of Macedonia",1995,"Lower Secondary",0.17
"The former Yugoslav Republic of Macedonia",2000,"Lower Secondary",0.19
"The former Yugoslav Republic of Macedonia",2005,"Lower Secondary",0.2
"The former Yugoslav Republic of Macedonia",2010,"Lower Secondary",0.21
"The former Yugoslav Republic of Macedonia",2015,"Lower Secondary",0.2
"The former Yugoslav Republic of Macedonia",2020,"Lower Secondary",0.2
"United Kingdom of Great Britain and Northern Ireland",1990,"Lower Secondary",0.25
"United Kingdom of Great Britain and Northern Ireland",1995,"Lower Secondary",0.27
"United Kingdom of Great Britain and Northern Ireland",2000,"Lower Secondary",0.28
"United Kingdom of Great Britain and Northern Ireland",2005,"Lower Secondary",0.31
"United Kingdom of Great Britain and Northern Ireland",2010,"Lower Secondary",0.31
"United Kingdom of Great Britain and Northern Ireland",2015,"Lower Secondary",0.32
"United Kingdom of Great Britain and Northern Ireland",2020,"Lower Secondary",0.31
"Channel Islands",1990,"Lower Secondary",NA
"Channel Islands",1995,"Lower Secondary",NA
"Channel Islands",2000,"Lower Secondary",NA
"Channel Islands",2005,"Lower Secondary",NA
"Channel Islands",2010,"Lower Secondary",0.27
"Channel Islands",2015,"Lower Secondary",0.27
"Channel Islands",2020,"Lower Secondary",0.27
"Europe",1990,"Lower Secondary",0.19
"Europe",1995,"Lower Secondary",0.19
"Europe",2000,"Lower Secondary",0.19
"Europe",2005,"Lower Secondary",0.19
"Europe",2010,"Lower Secondary",0.18
"Europe",2015,"Lower Secondary",0.16
"Europe",2020,"Lower Secondary",0.16
"Albania",1990,"Upper Secondary",0.16
"Albania",1995,"Upper Secondary",0.18
"Albania",2000,"Upper Secondary",0.21
"Albania",2005,"Upper Secondary",0.24
"Albania",2010,"Upper Secondary",0.28
"Albania",2015,"Upper Secondary",0.32
"Albania",2020,"Upper Secondary",0.35
"Austria",1990,"Upper Secondary",0.35
"Austria",1995,"Upper Secondary",0.37
"Austria",2000,"Upper Secondary",0.38
"Austria",2005,"Upper Secondary",0.4
"Austria",2010,"Upper Secondary",0.41
"Austria",2015,"Upper Secondary",0.42
"Austria",2020,"Upper Secondary",0.43
"Belgium",1990,"Upper Secondary",0.19
"Belgium",1995,"Upper Secondary",0.21
"Belgium",2000,"Upper Secondary",0.23
"Belgium",2005,"Upper Secondary",0.24
"Belgium",2010,"Upper Secondary",0.26
"Belgium",2015,"Upper Secondary",0.27
"Belgium",2020,"Upper Secondary",0.28
"Bosnia and Herzegovina",1990,"Upper Secondary",0.27
"Bosnia and Herzegovina",1995,"Upper Secondary",0.3
"Bosnia and Herzegovina",2000,"Upper Secondary",0.34
"Bosnia and Herzegovina",2005,"Upper Secondary",0.38
"Bosnia and Herzegovina",2010,"Upper Secondary",0.43
"Bosnia and Herzegovina",2015,"Upper Secondary",0.47
"Bosnia and Herzegovina",2020,"Upper Secondary",0.5
"Bulgaria",1990,"Upper Secondary",0.28
"Bulgaria",1995,"Upper Secondary",0.32
"Bulgaria",2000,"Upper Secondary",0.36
"Bulgaria",2005,"Upper Secondary",0.39
"Bulgaria",2010,"Upper Secondary",0.42
"Bulgaria",2015,"Upper Secondary",0.44
"Bulgaria",2020,"Upper Secondary",0.46
"Belarus",1990,"Upper Secondary",0.37
"Belarus",1995,"Upper Secondary",0.42
"Belarus",2000,"Upper Secondary",0.47
"Belarus",2005,"Upper Secondary",0.52
"Belarus",2010,"Upper Secondary",0.56
"Belarus",2015,"Upper Secondary",0.57
"Belarus",2020,"Upper Secondary",0.58
"Croatia",1990,"Upper Secondary",0.32
"Croatia",1995,"Upper Secondary",0.36
"Croatia",2000,"Upper Secondary",0.39
"Croatia",2005,"Upper Secondary",0.45
"Croatia",2010,"Upper Secondary",0.48
"Croatia",2015,"Upper Secondary",0.5
"Croatia",2020,"Upper Secondary",0.53
"Czech Republic",1990,"Upper Secondary",0.46
"Czech Republic",1995,"Upper Secondary",0.51
"Czech Republic",2000,"Upper Secondary",0.53
"Czech Republic",2005,"Upper Secondary",0.57
"Czech Republic",2010,"Upper Secondary",0.6
"Czech Republic",2015,"Upper Secondary",0.6
"Czech Republic",2020,"Upper Secondary",0.61
"Denmark",1990,"Upper Secondary",0.3
"Denmark",1995,"Upper Secondary",0.32
"Denmark",2000,"Upper Secondary",0.34
"Denmark",2005,"Upper Secondary",0.34
"Denmark",2010,"Upper Secondary",0.36
"Denmark",2015,"Upper Secondary",0.38
"Denmark",2020,"Upper Secondary",0.39
"Estonia",1990,"Upper Secondary",0.27
"Estonia",1995,"Upper Secondary",0.3
"Estonia",2000,"Upper Secondary",0.33
"Estonia",2005,"Upper Secondary",0.36
"Estonia",2010,"Upper Secondary",0.39
"Estonia",2015,"Upper Secondary",0.4
"Estonia",2020,"Upper Secondary",0.41
"Finland",1990,"Upper Secondary",0.24
"Finland",1995,"Upper Secondary",0.26
"Finland",2000,"Upper Secondary",0.28
"Finland",2005,"Upper Secondary",0.3
"Finland",2010,"Upper Secondary",0.3
"Finland",2015,"Upper Secondary",0.3
"Finland",2020,"Upper Secondary",0.3
"France",1990,"Upper Secondary",0.25
"France",1995,"Upper Secondary",0.28
"France",2000,"Upper Secondary",0.3
"France",2005,"Upper Secondary",0.32
"France",2010,"Upper Secondary",0.33
"France",2015,"Upper Secondary",0.34
"France",2020,"Upper Secondary",0.35
"Germany",1990,"Upper Secondary",0.39
"Germany",1995,"Upper Secondary",0.4
"Germany",2000,"Upper Secondary",0.41
"Germany",2005,"Upper Secondary",0.42
"Germany",2010,"Upper Secondary",0.42
"Germany",2015,"Upper Secondary",0.42
"Germany",2020,"Upper Secondary",0.42
"Greece",1990,"Upper Secondary",0.21
"Greece",1995,"Upper Secondary",0.24
"Greece",2000,"Upper Secondary",0.28
"Greece",2005,"Upper Secondary",0.31
"Greece",2010,"Upper Secondary",0.33
"Greece",2015,"Upper Secondary",0.35
"Greece",2020,"Upper Secondary",0.37
"Hungary",1990,"Upper Secondary",0.27
"Hungary",1995,"Upper Secondary",0.33
"Hungary",2000,"Upper Secondary",0.37
"Hungary",2005,"Upper Secondary",0.42
"Hungary",2010,"Upper Secondary",0.45
"Hungary",2015,"Upper Secondary",0.49
"Hungary",2020,"Upper Secondary",0.52
"Iceland",1990,"Upper Secondary",0.24
"Iceland",1995,"Upper Secondary",0.25
"Iceland",2000,"Upper Secondary",0.26
"Iceland",2005,"Upper Secondary",0.26
"Iceland",2010,"Upper Secondary",0.26
"Iceland",2015,"Upper Secondary",0.27
"Iceland",2020,"Upper Secondary",0.26
"Ireland",1990,"Upper Secondary",0.15
"Ireland",1995,"Upper Secondary",0.16
"Ireland",2000,"Upper Secondary",0.18
"Ireland",2005,"Upper Secondary",0.19
"Ireland",2010,"Upper Secondary",0.19
"Ireland",2015,"Upper Secondary",0.19
"Ireland",2020,"Upper Secondary",0.19
"Italy",1990,"Upper Secondary",0.18
"Italy",1995,"Upper Secondary",0.21
"Italy",2000,"Upper Secondary",0.25
"Italy",2005,"Upper Secondary",0.27
"Italy",2010,"Upper Secondary",0.29
"Italy",2015,"Upper Secondary",0.32
"Italy",2020,"Upper Secondary",0.35
"Latvia",1990,"Upper Secondary",0.24
"Latvia",1995,"Upper Secondary",0.27
"Latvia",2000,"Upper Secondary",0.3
"Latvia",2005,"Upper Secondary",0.34
"Latvia",2010,"Upper Secondary",0.37
"Latvia",2015,"Upper Secondary",0.39
"Latvia",2020,"Upper Secondary",0.4
"Lithuania",1990,"Upper Secondary",0.22
"Lithuania",1995,"Upper Secondary",0.24
"Lithuania",2000,"Upper Secondary",0.27
"Lithuania",2005,"Upper Secondary",0.29
"Lithuania",2010,"Upper Secondary",0.31
"Lithuania",2015,"Upper Secondary",0.32
"Lithuania",2020,"Upper Secondary",0.33
"Luxembourg",1990,"Upper Secondary",0.2
"Luxembourg",1995,"Upper Secondary",0.21
"Luxembourg",2000,"Upper Secondary",0.23
"Luxembourg",2005,"Upper Secondary",0.24
"Luxembourg",2010,"Upper Secondary",0.25
"Luxembourg",2015,"Upper Secondary",0.27
"Luxembourg",2020,"Upper Secondary",0.28
"Malta",1990,"Upper Secondary",0.04
"Malta",1995,"Upper Secondary",0.04
"Malta",2000,"Upper Secondary",0.05
"Malta",2005,"Upper Secondary",0.06
"Malta",2010,"Upper Secondary",0.07
"Malta",2015,"Upper Secondary",0.08
"Malta",2020,"Upper Secondary",0.09
"Republic of Moldova",1990,"Upper Secondary",0.24
"Republic of Moldova",1995,"Upper Secondary",0.27
"Republic of Moldova",2000,"Upper Secondary",0.31
"Republic of Moldova",2005,"Upper Secondary",0.35
"Republic of Moldova",2010,"Upper Secondary",0.4
"Republic of Moldova",2015,"Upper Secondary",0.43
"Republic of Moldova",2020,"Upper Secondary",0.45
"Montenegro",1990,"Upper Secondary",0.29
"Montenegro",1995,"Upper Secondary",0.34
"Montenegro",2000,"Upper Secondary",0.37
"Montenegro",2005,"Upper Secondary",0.4
"Montenegro",2010,"Upper Secondary",0.44
"Montenegro",2015,"Upper Secondary",0.47
"Montenegro",2020,"Upper Secondary",0.5
"Netherlands",1990,"Upper Secondary",0.25
"Netherlands",1995,"Upper Secondary",0.27
"Netherlands",2000,"Upper Secondary",0.29
"Netherlands",2005,"Upper Secondary",0.3
"Netherlands",2010,"Upper Secondary",0.32
"Netherlands",2015,"Upper Secondary",0.33
"Netherlands",2020,"Upper Secondary",0.35
"Norway",1990,"Upper Secondary",0.34
"Norway",1995,"Upper Secondary",0.35
"Norway",2000,"Upper Secondary",0.35
"Norway",2005,"Upper Secondary",0.34
"Norway",2010,"Upper Secondary",0.34
"Norway",2015,"Upper Secondary",0.34
"Norway",2020,"Upper Secondary",0.34
"Poland",1990,"Upper Secondary",0.36
"Poland",1995,"Upper Secondary",0.4
"Poland",2000,"Upper Secondary",0.44
"Poland",2005,"Upper Secondary",0.48
"Poland",2010,"Upper Secondary",0.51
"Poland",2015,"Upper Secondary",0.53
"Poland",2020,"Upper Secondary",0.54
"Portugal",1990,"Upper Secondary",0.07
"Portugal",1995,"Upper Secondary",0.09
"Portugal",2000,"Upper Secondary",0.11
"Portugal",2005,"Upper Secondary",0.13
"Portugal",2010,"Upper Secondary",0.15
"Portugal",2015,"Upper Secondary",0.17
"Portugal",2020,"Upper Secondary",0.19
"Romania",1990,"Upper Secondary",0.24
"Romania",1995,"Upper Secondary",0.28
"Romania",2000,"Upper Secondary",0.33
"Romania",2005,"Upper Secondary",0.37
"Romania",2010,"Upper Secondary",0.42
"Romania",2015,"Upper Secondary",0.45
"Romania",2020,"Upper Secondary",0.48
"Russian Federation",1990,"Upper Secondary",0.41
"Russian Federation",1995,"Upper Secondary",0.45
"Russian Federation",2000,"Upper Secondary",0.5
"Russian Federation",2005,"Upper Secondary",0.55
"Russian Federation",2010,"Upper Secondary",0.57
"Russian Federation",2015,"Upper Secondary",0.57
"Russian Federation",2020,"Upper Secondary",0.58
"Serbia",1990,"Upper Secondary",0.27
"Serbia",1995,"Upper Secondary",0.31
"Serbia",2000,"Upper Secondary",0.34
"Serbia",2005,"Upper Secondary",0.39
"Serbia",2010,"Upper Secondary",0.43
"Serbia",2015,"Upper Secondary",0.47
"Serbia",2020,"Upper Secondary",0.5
"Slovakia",1990,"Upper Secondary",0.41
"Slovakia",1995,"Upper Secondary",0.45
"Slovakia",2000,"Upper Secondary",0.49
"Slovakia",2005,"Upper Secondary",0.55
"Slovakia",2010,"Upper Secondary",0.58
"Slovakia",2015,"Upper Secondary",0.6
"Slovakia",2020,"Upper Secondary",0.61
"Slovenia",1990,"Upper Secondary",0.39
"Slovenia",1995,"Upper Secondary",0.43
"Slovenia",2000,"Upper Secondary",0.46
"Slovenia",2005,"Upper Secondary",0.49
"Slovenia",2010,"Upper Secondary",0.51
"Slovenia",2015,"Upper Secondary",0.51
"Slovenia",2020,"Upper Secondary",0.52
"Spain",1990,"Upper Secondary",0.1
"Spain",1995,"Upper Secondary",0.12
"Spain",2000,"Upper Secondary",0.14
"Spain",2005,"Upper Secondary",0.16
"Spain",2010,"Upper Secondary",0.17
"Spain",2015,"Upper Secondary",0.19
"Spain",2020,"Upper Secondary",0.2
"Sweden",1990,"Upper Secondary",0.3
"Sweden",1995,"Upper Secondary",0.32
"Sweden",2000,"Upper Secondary",0.34
"Sweden",2005,"Upper Secondary",0.35
"Sweden",2010,"Upper Secondary",0.36
"Sweden",2015,"Upper Secondary",0.37
"Sweden",2020,"Upper Secondary",0.36
"Switzerland",1990,"Upper Secondary",0.38
"Switzerland",1995,"Upper Secondary",0.39
"Switzerland",2000,"Upper Secondary",0.4
"Switzerland",2005,"Upper Secondary",0.41
"Switzerland",2010,"Upper Secondary",0.43
"Switzerland",2015,"Upper Secondary",0.44
"Switzerland",2020,"Upper Secondary",0.45
"Ukraine",1990,"Upper Secondary",0.39
"Ukraine",1995,"Upper Secondary",0.44
"Ukraine",2000,"Upper Secondary",0.48
"Ukraine",2005,"Upper Secondary",0.54
"Ukraine",2010,"Upper Secondary",0.57
"Ukraine",2015,"Upper Secondary",0.58
"Ukraine",2020,"Upper Secondary",0.59
"The former Yugoslav Republic of Macedonia",1990,"Upper Secondary",0.21
"The former Yugoslav Republic of Macedonia",1995,"Upper Secondary",0.23
"The former Yugoslav Republic of Macedonia",2000,"Upper Secondary",0.27
"The former Yugoslav Republic of Macedonia",2005,"Upper Secondary",0.31
"The former Yugoslav Republic of Macedonia",2010,"Upper Secondary",0.35
"The former Yugoslav Republic of Macedonia",2015,"Upper Secondary",0.38
"The former Yugoslav Republic of Macedonia",2020,"Upper Secondary",0.41
"United Kingdom of Great Britain and Northern Ireland",1990,"Upper Secondary",0.06
"United Kingdom of Great Britain and Northern Ireland",1995,"Upper Secondary",0.06
"United Kingdom of Great Britain and Northern Ireland",2000,"Upper Secondary",0.07
"United Kingdom of Great Britain and Northern Ireland",2005,"Upper Secondary",0.08
"United Kingdom of Great Britain and Northern Ireland",2010,"Upper Secondary",0.09
"United Kingdom of Great Britain and Northern Ireland",2015,"Upper Secondary",0.1
"United Kingdom of Great Britain and Northern Ireland",2020,"Upper Secondary",0.11
"Channel Islands",1990,"Upper Secondary",NA
"Channel Islands",1995,"Upper Secondary",NA
"Channel Islands",2000,"Upper Secondary",NA
"Channel Islands",2005,"Upper Secondary",NA
"Channel Islands",2010,"Upper Secondary",0.18
"Channel Islands",2015,"Upper Secondary",0.19
"Channel Islands",2020,"Upper Secondary",0.2
"Europe",1990,"Upper Secondary",0.29
"Europe",1995,"Upper Secondary",0.32
"Europe",2000,"Upper Secondary",0.35
"Europe",2005,"Upper Secondary",0.38
"Europe",2010,"Upper Secondary",0.39
"Europe",2015,"Upper Secondary",0.4
"Europe",2020,"Upper Secondary",0.41
"Albania",1990,"Post Secondary",0.04
"Albania",1995,"Post Secondary",0.05
"Albania",2000,"Post Secondary",0.05
"Albania",2005,"Post Secondary",0.05
"Albania",2010,"Post Secondary",0.06
"Albania",2015,"Post Secondary",0.07
"Albania",2020,"Post Secondary",0.07
"Austria",1990,"Post Secondary",0.12
"Austria",1995,"Post Secondary",0.14
"Austria",2000,"Post Secondary",0.15
"Austria",2005,"Post Secondary",0.17
"Austria",2010,"Post Secondary",0.19
"Austria",2015,"Post Secondary",0.21
